customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,customer_zip_code,customer_city,customer_state
645,67,Male,Low,No,4,No,Married,1,Bachelor's,Self-Employed,70391,City D,State Z
646,25,Other,Medium,No,6,No,Divorced,1,PhD,Retired,48653,City A,State Y
647,46,Female,Medium,No,2,No,Divorced,3,Bachelor's,Retired,48967,City B,State X
648,55,Other,Low,Yes,5,Yes,Married,3,High School,Retired,19605,City A,State X
649,31,Other,High,Yes,0,No,Married,4,PhD,Retired,97248,City B,State Z
650,29,Other,Medium,Yes,4,Yes,Married,1,Master's,Self-Employed,56318,City C,State Y
651,48,Female,Medium,No,1,Yes,Divorced,2,PhD,Self-Employed,77009,City A,State X
652,48,Female,High,Yes,0,Yes,Divorced,4,PhD,Unemployed,83985,City D,State Z
653,26,Female,Low,Yes,1,Yes,Single,0,High School,Employed,50525,City B,State Y
654,62,Male,High,Yes,5,Yes,Married,3,High School,Self-Employed,69739,City B,State Y
655,45,Female,High,Yes,7,Yes,Married,4,Bachelor's,Employed,25273,City B,State Z
656,73,Other,Medium,Yes,7,Yes,Divorced,3,High School,Employed,92889,City C,State Z
657,38,Female,Medium,Yes,4,No,Married,1,High School,Self-Employed,44735,City B,State Y
658,55,Female,High,No,0,No,Married,1,High School,Employed,57304,City D,State X
659,42,Other,High,No,8,Yes,Divorced,4,High School,Unemployed,69744,City D,State X
660,55,Male,Medium,Yes,5,Yes,Divorced,4,Bachelor's,Employed,15871,City B,State Z
661,41,Female,High,No,10,No,Married,1,High School,Retired,51585,City D,State Y
662,19,Other,Medium,No,9,Yes,Single,0,PhD,Retired,33638,City B,State Y
663,61,Other,Medium,Yes,7,Yes,Married,1,High School,Unemployed,40382,City A,State Z
664,21,Other,Low,Yes,6,No,Divorced,3,Bachelor's,Self-Employed,30078,City C,State X
665,67,Female,High,No,6,Yes,Divorced,4,Master's,Self-Employed,60846,City C,State Y
666,75,Male,High,No,5,No,Single,2,PhD,Employed,68484,City C,State Z
667,50,Other,Medium,No,5,No,Single,0,Bachelor's,Employed,22772,City C,State Y
668,41,Female,High,No,8,Yes,Divorced,0,PhD,Retired,21418,City A,State X
669,39,Female,Medium,No,5,Yes,Married,0,Bachelor's,Self-Employed,59364,City C,State Z
670,21,Male,Medium,No,6,Yes,Married,3,High School,Self-Employed,22028,City C,State X
671,76,Male,Low,No,6,No,Divorced,3,Master's,Unemployed,11408,City C,State Z
672,35,Other,Low,No,3,Yes,Single,0,Bachelor's,Self-Employed,35343,City D,State Y
673,60,Male,Low,No,4,No,Married,3,High School,Retired,12902,City D,State Z
674,35,Male,Medium,No,8,Yes,Married,1,High School,Self-Employed,62221,City D,State Z
675,66,Female,Low,No,2,No,Divorced,2,PhD,Self-Employed,47856,City D,State X
676,29,Male,High,No,10,No,Single,3,PhD,Self-Employed,19081,City D,State Z
677,34,Male,High,Yes,4,Yes,Single,0,Master's,Self-Employed,65589,City B,State Z
678,42,Female,Low,Yes,0,No,Single,3,High School,Retired,53322,City B,State Y
679,67,Male,Medium,Yes,5,Yes,Single,3,Master's,Unemployed,45109,City C,State X
680,21,Male,High,No,1,No,Divorced,3,Master's,Retired,23757,City C,State Y
681,50,Other,Low,Yes,7,No,Divorced,4,PhD,Self-Employed,10822,City A,State X
682,77,Other,Low,Yes,6,No,Married,1,Bachelor's,Unemployed,83629,City C,State Z
683,30,Other,High,No,8,No,Single,2,PhD,Employed,80754,City D,State X
684,71,Female,Medium,No,8,No,Divorced,4,Bachelor's,Self-Employed,98600,City A,State X
685,69,Female,Low,No,0,No,Single,4,Bachelor's,Retired,52750,City B,State X
686,41,Male,Low,Yes,8,Yes,Single,1,Bachelor's,Unemployed,37724,City C,State Y
687,22,Other,High,Yes,1,No,Single,2,Master's,Self-Employed,66877,City C,State Y
688,78,Male,High,No,6,No,Single,0,High School,Unemployed,31606,City C,State X
689,46,Female,High,No,9,No,Single,0,PhD,Retired,21749,City C,State Z
690,61,Male,Medium,No,7,Yes,Divorced,1,Bachelor's,Retired,37086,City A,State X
691,20,Other,Medium,Yes,0,Yes,Single,3,Master's,Retired,18573,City D,State Y
692,54,Other,Medium,No,10,Yes,Divorced,1,High School,Unemployed,15148,City C,State Y
693,67,Male,Low,No,7,No,Single,1,PhD,Employed,42242,City B,State Z
694,67,Other,Low,No,2,Yes,Single,1,Master's,Unemployed,76226,City D,State X
695,50,Female,Medium,No,3,No,Single,1,PhD,Retired,15624,City D,State Y
696,63,Other,Medium,No,8,No,Divorced,1,PhD,Retired,36829,City B,State Z
697,39,Female,Low,Yes,9,Yes,Single,1,PhD,Retired,12165,City B,State Y
698,48,Female,High,No,1,No,Married,0,Master's,Retired,36435,City D,State Z
699,60,Male,High,Yes,8,Yes,Married,4,PhD,Employed,93254,City B,State Z
700,25,Other,Medium,Yes,5,Yes,Single,2,High School,Self-Employed,32175,City A,State X
701,72,Male,Medium,Yes,2,Yes,Married,1,PhD,Unemployed,54933,City C,State Z
702,47,Other,High,Yes,7,No,Divorced,3,High School,Employed,42252,City C,State Y
703,18,Other,Medium,Yes,10,No,Divorced,3,Master's,Unemployed,78350,City B,State Y
704,28,Female,High,Yes,6,Yes,Single,4,PhD,Employed,33915,City B,State Y
705,72,Other,Low,Yes,9,Yes,Single,2,Bachelor's,Unemployed,62621,City C,State Z
706,42,Male,Medium,No,0,Yes,Married,3,High School,Unemployed,97642,City A,State X
707,51,Female,High,Yes,5,No,Married,2,Master's,Self-Employed,58398,City B,State Y
708,38,Male,Low,No,7,No,Divorced,0,Bachelor's,Unemployed,25445,City B,State Y
709,55,Other,Low,Yes,5,No,Married,4,Master's,Self-Employed,30007,City B,State Y
710,18,Female,Medium,No,8,Yes,Single,1,Master's,Self-Employed,40470,City A,State Z
711,68,Other,Medium,No,1,Yes,Divorced,1,Bachelor's,Self-Employed,55476,City C,State Z
712,46,Male,Low,No,10,No,Single,2,Master's,Unemployed,39288,City D,State Y
713,53,Other,High,Yes,10,No,Single,3,PhD,Self-Employed,53282,City C,State X
714,39,Male,High,Yes,8,No,Divorced,0,High School,Unemployed,75691,City B,State X
715,78,Other,Medium,Yes,10,Yes,Divorced,3,High School,Unemployed,54043,City C,State Z
716,20,Female,Low,Yes,9,Yes,Married,4,Bachelor's,Retired,96064,City C,State Z
717,68,Other,High,No,1,Yes,Married,2,Master's,Employed,71832,City D,State Y
718,60,Other,High,No,4,Yes,Divorced,2,High School,Retired,60439,City D,State Y
719,22,Male,Medium,No,7,No,Married,3,PhD,Self-Employed,47104,City A,State Z
720,52,Female,High,Yes,10,No,Divorced,0,Master's,Employed,44628,City A,State Z
721,62,Female,Medium,Yes,9,Yes,Married,1,PhD,Retired,56575,City B,State Y
722,45,Male,Medium,Yes,6,No,Divorced,3,PhD,Employed,38440,City C,State X
723,30,Male,Low,Yes,10,Yes,Single,1,High School,Unemployed,51421,City D,State X
724,28,Male,High,No,0,No,Single,3,PhD,Employed,28275,City A,State X
725,67,Female,Low,Yes,5,No,Single,1,Master's,Employed,71961,City B,State Y
726,46,Other,High,Yes,6,Yes,Single,3,Bachelor's,Self-Employed,27694,City D,State Z
727,53,Female,Medium,Yes,8,No,Single,4,PhD,Unemployed,38764,City C,State Y
728,63,Other,High,No,7,No,Divorced,0,Master's,Employed,70199,City B,State X
729,28,Male,Low,No,2,No,Single,2,Bachelor's,Retired,96070,City B,State Z
730,33,Female,High,No,4,Yes,Single,0,PhD,Employed,15363,City B,State X
731,25,Female,Medium,Yes,7,Yes,Married,3,Master's,Self-Employed,12042,City C,State X
732,56,Male,High,No,7,Yes,Single,0,PhD,Retired,84198,City D,State Y
733,71,Other,High,Yes,1,Yes,Married,4,Master's,Retired,42583,City B,State Z
734,20,Other,Medium,Yes,6,Yes,Divorced,4,High School,Retired,77511,City A,State Y
735,20,Female,Low,Yes,6,No,Married,3,High School,Retired,80982,City C,State X
736,74,Other,High,Yes,6,No,Divorced,2,Bachelor's,Retired,96481,City A,State Z
737,79,Other,Medium,No,5,No,Married,3,Bachelor's,Unemployed,50198,City B,State X
738,19,Female,Low,No,0,No,Single,1,High School,Retired,18372,City A,State Z
739,41,Female,Low,Yes,3,Yes,Divorced,1,PhD,Unemployed,42047,City B,State Z
740,73,Other,Medium,Yes,3,No,Single,1,Master's,Self-Employed,71333,City A,State X
741,28,Male,Medium,No,8,No,Married,0,Master's,Retired,41706,City D,State Z
742,37,Other,Low,Yes,9,Yes,Divorced,4,Bachelor's,Unemployed,28651,City C,State Z
743,23,Male,High,No,10,No,Single,4,PhD,Employed,26155,City B,State Y
744,47,Other,High,No,8,No,Single,4,High School,Self-Employed,76296,City D,State Z
745,78,Male,Medium,Yes,5,No,Divorced,1,Master's,Self-Employed,81467,City D,State Y
746,49,Female,Medium,No,8,No,Single,4,Bachelor's,Employed,17995,City D,State X
747,48,Female,High,No,2,No,Divorced,3,Master's,Self-Employed,50314,City C,State Z
748,39,Male,Medium,No,7,No,Divorced,2,High School,Unemployed,59572,City C,State X
749,74,Other,High,Yes,9,No,Single,2,PhD,Employed,40946,City A,State X
750,29,Male,Low,Yes,8,No,Divorced,0,High School,Self-Employed,81210,City C,State Y
751,60,Other,Low,No,5,No,Single,0,PhD,Unemployed,22424,City D,State Z
752,19,Female,High,Yes,5,Yes,Divorced,3,Bachelor's,Retired,94745,City B,State Y
753,21,Male,Low,Yes,5,Yes,Divorced,4,Master's,Unemployed,75982,City A,State Y
754,30,Other,Low,No,3,No,Married,3,Master's,Employed,60448,City A,State X
755,67,Male,High,No,2,Yes,Married,4,Master's,Retired,48431,City A,State Z
756,72,Other,Medium,No,3,Yes,Single,2,High School,Unemployed,55743,City C,State Z
757,39,Female,High,Yes,6,No,Married,3,Master's,Unemployed,58667,City D,State Y
758,35,Female,Medium,No,10,No,Single,1,Master's,Unemployed,53954,City A,State Z
759,46,Female,Medium,Yes,10,Yes,Married,1,Master's,Retired,63243,City B,State Y
760,54,Other,Medium,No,10,Yes,Married,4,Master's,Unemployed,67834,City C,State Y
761,51,Other,Low,Yes,7,Yes,Single,3,PhD,Retired,41282,City B,State Y
762,40,Female,Medium,Yes,5,Yes,Divorced,1,High School,Unemployed,83100,City A,State Y
763,69,Other,High,Yes,5,Yes,Single,3,PhD,Employed,12082,City D,State Y
764,59,Other,Low,Yes,1,Yes,Married,4,PhD,Self-Employed,37891,City B,State Y
765,41,Male,Medium,No,5,No,Married,0,High School,Employed,30774,City B,State Z
766,71,Female,Medium,Yes,5,No,Single,0,Master's,Retired,72889,City A,State Y
767,76,Other,High,No,8,No,Married,1,High School,Unemployed,58330,City B,State X
768,49,Male,High,No,10,No,Married,4,Bachelor's,Retired,19493,City C,State Y
769,33,Male,Medium,No,7,No,Divorced,1,PhD,Employed,18716,City D,State X
770,21,Male,Low,No,10,No,Single,3,Bachelor's,Employed,99681,City C,State Z
771,38,Female,Low,No,10,No,Married,3,Master's,Retired,86124,City C,State Y
772,38,Female,Medium,No,4,Yes,Single,3,High School,Employed,68471,City B,State X
773,18,Female,Low,Yes,2,Yes,Divorced,4,PhD,Retired,44913,City B,State X
774,32,Other,Low,Yes,0,No,Divorced,3,Bachelor's,Unemployed,56798,City A,State X
775,67,Female,Medium,No,1,Yes,Married,1,High School,Unemployed,10279,City D,State Z
776,66,Other,Low,No,2,Yes,Married,2,High School,Self-Employed,23144,City D,State X
777,37,Male,High,No,4,Yes,Married,0,High School,Self-Employed,89445,City A,State Z
778,50,Male,Low,No,0,No,Single,3,High School,Self-Employed,97485,City C,State X
779,59,Female,High,Yes,1,No,Divorced,0,Master's,Retired,18344,City A,State Y
780,41,Other,Medium,Yes,2,No,Divorced,3,Bachelor's,Unemployed,18935,City C,State Y
781,49,Male,High,No,8,No,Single,4,PhD,Self-Employed,18850,City C,State Y
782,18,Female,Medium,No,7,No,Married,2,Bachelor's,Self-Employed,10902,City D,State Y
783,55,Other,Low,Yes,9,No,Married,1,High School,Employed,86955,City B,State X
784,37,Other,Low,Yes,6,Yes,Single,2,Bachelor's,Retired,99170,City C,State X
785,21,Female,Medium,Yes,8,Yes,Divorced,0,Master's,Self-Employed,33387,City A,State X
786,61,Other,High,No,8,Yes,Single,3,High School,Retired,98029,City A,State X
787,73,Other,Medium,Yes,4,No,Divorced,4,High School,Self-Employed,60453,City C,State X
788,75,Male,High,Yes,9,No,Divorced,4,Bachelor's,Unemployed,68178,City C,State Z
789,48,Female,High,No,10,Yes,Divorced,1,Master's,Retired,61564,City D,State X
790,50,Male,Low,Yes,3,No,Divorced,1,High School,Employed,99890,City D,State Y
791,47,Other,High,No,10,Yes,Divorced,2,Bachelor's,Retired,72625,City C,State Z
792,18,Other,Medium,Yes,3,No,Single,1,Bachelor's,Unemployed,28845,City B,State X
793,21,Male,Medium,Yes,2,No,Married,2,Master's,Retired,35239,City C,State Y
794,79,Male,Low,Yes,4,No,Single,1,PhD,Self-Employed,41411,City D,State Z
795,79,Female,Low,Yes,0,No,Divorced,2,Master's,Employed,46655,City A,State X
796,34,Other,Medium,Yes,2,No,Married,2,High School,Self-Employed,28426,City B,State Y
797,21,Female,Medium,No,8,No,Divorced,1,Master's,Unemployed,43862,City D,State Z
798,59,Other,High,No,1,Yes,Single,1,Master's,Employed,72550,City A,State Z
799,63,Other,High,No,1,No,Single,3,PhD,Unemployed,36510,City B,State Z
800,63,Other,Medium,Yes,4,Yes,Divorced,2,High School,Self-Employed,22104,City D,State Y
801,36,Female,Medium,No,6,No,Divorced,2,PhD,Retired,93779,City C,State Z
802,46,Male,Low,No,6,Yes,Single,2,Bachelor's,Employed,20174,City A,State Z
803,68,Male,Low,No,1,Yes,Married,2,Bachelor's,Employed,93127,City A,State Y
804,34,Male,High,Yes,9,No,Single,3,PhD,Employed,47832,City D,State Y
805,53,Female,Medium,Yes,5,No,Married,3,High School,Retired,50958,City A,State Z
806,38,Other,High,No,5,Yes,Married,1,Bachelor's,Self-Employed,30584,City B,State Y
807,57,Other,High,No,6,Yes,Divorced,1,Master's,Unemployed,35559,City D,State Z
808,29,Female,Low,Yes,3,No,Single,4,Master's,Unemployed,23523,City C,State Y
809,49,Male,Medium,No,5,No,Married,1,Bachelor's,Unemployed,80692,City C,State Y
810,21,Other,High,Yes,4,No,Married,3,High School,Retired,14628,City C,State Z
811,59,Female,Medium,Yes,4,Yes,Divorced,4,PhD,Employed,59026,City D,State Y
812,54,Female,Low,Yes,4,No,Married,0,Bachelor's,Retired,34100,City C,State Z
813,59,Other,Low,Yes,8,No,Single,2,Bachelor's,Employed,36785,City B,State X
814,70,Female,Medium,Yes,5,Yes,Single,3,PhD,Retired,89019,City A,State X
815,48,Male,Low,No,2,Yes,Married,0,High School,Retired,24479,City C,State Z
816,68,Female,Low,No,10,No,Single,2,PhD,Self-Employed,99136,City A,State X
817,74,Other,Medium,Yes,4,No,Married,4,Bachelor's,Self-Employed,39593,City D,State X
818,40,Female,Low,No,4,No,Single,1,Master's,Retired,47686,City D,State Y
819,21,Other,High,No,2,No,Single,3,High School,Retired,30203,City B,State Z
820,37,Female,Medium,Yes,4,No,Married,0,High School,Retired,31579,City B,State Y
821,75,Other,Low,No,0,No,Single,2,Master's,Employed,91404,City C,State Z
822,23,Other,Low,No,9,No,Married,0,Bachelor's,Self-Employed,15156,City A,State Y
823,20,Male,High,Yes,10,No,Married,1,PhD,Unemployed,32927,City B,State X
824,46,Male,High,Yes,10,No,Single,3,Master's,Employed,76367,City D,State Z
825,71,Other,High,No,3,No,Divorced,3,PhD,Employed,58888,City A,State Z
826,56,Male,High,Yes,5,No,Married,2,Bachelor's,Employed,46540,City D,State Z
827,66,Other,High,No,9,No,Single,4,PhD,Employed,94760,City C,State Z
828,28,Male,Medium,No,5,No,Divorced,3,Bachelor's,Unemployed,51445,City D,State Z
829,52,Male,High,Yes,9,Yes,Single,2,PhD,Retired,85263,City B,State X
830,80,Female,High,No,6,Yes,Married,2,PhD,Unemployed,67670,City C,State Z
831,64,Male,Medium,Yes,6,Yes,Single,3,Master's,Employed,51555,City B,State Z
832,46,Other,High,Yes,0,No,Divorced,4,High School,Retired,88791,City A,State Y
833,29,Male,Medium,Yes,1,Yes,Divorced,4,Master's,Unemployed,84776,City D,State Z
834,54,Other,Low,Yes,1,Yes,Divorced,0,High School,Self-Employed,13125,City D,State Z
835,65,Male,High,No,9,Yes,Single,0,Master's,Self-Employed,67788,City B,State Y
836,64,Female,Low,No,10,Yes,Married,1,PhD,Unemployed,86256,City B,State Y
837,67,Other,Low,No,1,Yes,Divorced,1,Master's,Employed,85904,City B,State X
838,64,Female,High,No,3,Yes,Married,1,Bachelor's,Retired,21054,City D,State Y
839,71,Male,Low,No,1,Yes,Divorced,0,Bachelor's,Unemployed,53396,City A,State Y
840,76,Female,Medium,Yes,2,Yes,Single,2,Bachelor's,Employed,52518,City C,State X
841,26,Male,Medium,Yes,3,No,Single,3,PhD,Self-Employed,46880,City D,State X
842,39,Male,Medium,No,8,No,Single,3,Bachelor's,Unemployed,85482,City B,State X
843,29,Other,High,No,6,No,Divorced,2,Bachelor's,Employed,48984,City D,State Y
844,38,Female,Low,Yes,6,Yes,Single,3,Bachelor's,Unemployed,85096,City D,State Z
845,75,Female,Low,No,8,No,Divorced,3,High School,Retired,39442,City D,State Z
846,35,Male,Low,No,8,Yes,Single,4,High School,Unemployed,52151,City A,State Z
847,44,Female,High,Yes,9,Yes,Single,1,Master's,Unemployed,42731,City D,State Y
848,57,Other,High,Yes,6,Yes,Married,1,PhD,Self-Employed,38777,City C,State Y
849,26,Male,High,Yes,4,Yes,Married,0,High School,Self-Employed,82692,City D,State Z
850,56,Other,Medium,Yes,1,Yes,Divorced,0,Master's,Employed,12068,City B,State Z
851,20,Male,Medium,No,5,No,Single,3,PhD,Employed,28964,City D,State X
852,47,Female,Medium,No,9,No,Married,3,High School,Unemployed,69450,City A,State Y
853,43,Other,Medium,Yes,2,No,Divorced,4,Master's,Retired,84558,City C,State Y
854,55,Other,Low,Yes,5,Yes,Divorced,2,High School,Self-Employed,52700,City B,State Z
855,20,Other,Medium,No,3,No,Divorced,2,Bachelor's,Unemployed,45789,City A,State X
856,42,Female,Medium,No,0,Yes,Single,3,Master's,Unemployed,46617,City C,State X
857,39,Other,High,No,0,No,Divorced,2,High School,Employed,45971,City B,State Y
858,64,Female,Medium,Yes,3,Yes,Married,3,Bachelor's,Self-Employed,90618,City A,State Z
859,63,Male,Medium,Yes,8,Yes,Divorced,1,Bachelor's,Retired,26638,City A,State X
860,24,Male,Low,Yes,2,Yes,Divorced,3,PhD,Self-Employed,68815,City C,State X
861,52,Other,Low,Yes,6,Yes,Divorced,0,High School,Unemployed,34322,City D,State Y
862,67,Female,Medium,Yes,10,No,Single,1,Master's,Self-Employed,42189,City A,State X
863,76,Male,Medium,Yes,1,Yes,Divorced,2,PhD,Self-Employed,24149,City A,State Y
864,76,Male,Low,Yes,8,Yes,Married,3,PhD,Unemployed,85193,City D,State Z
865,50,Male,High,No,0,No,Divorced,3,High School,Retired,15823,City C,State Y
866,43,Other,Medium,Yes,3,Yes,Married,2,Master's,Employed,94127,City A,State Y
867,59,Male,High,Yes,8,No,Single,0,PhD,Self-Employed,10374,City D,State X
868,26,Male,Medium,Yes,1,No,Married,2,High School,Self-Employed,99746,City D,State X
869,50,Other,Medium,No,4,No,Married,2,Bachelor's,Employed,91939,City D,State Y
870,40,Female,Low,Yes,9,No,Single,0,PhD,Self-Employed,20627,City D,State X
871,61,Female,Medium,No,1,Yes,Divorced,3,High School,Employed,66354,City A,State Y
872,73,Other,Low,Yes,8,No,Divorced,3,Bachelor's,Retired,85720,City C,State X
873,59,Other,Medium,No,0,No,Married,1,PhD,Unemployed,60860,City D,State Y
874,41,Male,Low,No,7,No,Married,3,Master's,Employed,69113,City C,State X
875,59,Female,High,Yes,4,No,Divorced,3,PhD,Employed,86199,City B,State Y
876,66,Female,Low,Yes,9,Yes,Divorced,1,Master's,Unemployed,67222,City D,State Z
877,35,Male,Medium,No,2,No,Single,1,PhD,Retired,86604,City C,State Y
878,53,Female,High,Yes,0,Yes,Married,2,Master's,Employed,92698,City A,State Z
879,67,Other,High,No,7,No,Single,3,Bachelor's,Self-Employed,45592,City C,State Y
880,31,Female,Medium,Yes,3,Yes,Married,0,PhD,Unemployed,97334,City B,State X
881,56,Other,High,No,10,No,Single,4,PhD,Employed,72535,City A,State Y
882,75,Female,High,Yes,4,Yes,Divorced,4,Bachelor's,Retired,24055,City C,State Y
883,31,Other,High,No,10,No,Single,3,PhD,Employed,95472,City D,State X
884,65,Male,Medium,No,2,No,Divorced,3,High School,Retired,71803,City A,State Z
885,75,Male,Low,No,5,No,Single,2,PhD,Retired,13060,City D,State X
886,50,Female,High,Yes,1,Yes,Married,0,PhD,Unemployed,68527,City A,State Z
887,39,Other,High,No,9,No,Single,3,PhD,Self-Employed,78151,City A,State Z
888,25,Other,Low,Yes,4,No,Divorced,0,Bachelor's,Employed,59288,City D,State Z
889,70,Female,High,Yes,7,No,Married,4,Bachelor's,Retired,45989,City D,State Y
890,52,Other,High,No,4,Yes,Divorced,1,High School,Employed,71952,City A,State Y
891,67,Other,High,Yes,10,No,Single,4,Master's,Self-Employed,24652,City B,State Z
892,40,Male,Medium,No,7,No,Single,3,High School,Self-Employed,53496,City C,State Y
893,35,Male,Low,No,7,Yes,Single,3,Bachelor's,Unemployed,11246,City B,State Y
894,52,Other,Medium,No,6,No,Married,2,Master's,Self-Employed,39405,City A,State X
895,75,Male,High,No,3,No,Divorced,1,High School,Retired,35893,City B,State X
896,45,Female,High,Yes,3,Yes,Married,4,PhD,Employed,98834,City C,State X
897,37,Other,Medium,No,8,No,Married,2,PhD,Unemployed,36448,City B,State Z
898,65,Male,Low,Yes,6,No,Single,2,Master's,Self-Employed,10868,City C,State Z
899,34,Male,Medium,Yes,4,No,Divorced,4,PhD,Employed,19849,City A,State Y
900,37,Female,High,No,2,Yes,Single,3,Master's,Unemployed,88323,City B,State X
901,68,Male,High,No,6,No,Single,0,High School,Retired,14621,City D,State Y
902,57,Female,High,Yes,4,No,Married,0,High School,Retired,13396,City A,State Z
903,64,Other,Low,No,10,Yes,Married,0,Bachelor's,Retired,29393,City D,State Z
904,49,Other,High,Yes,10,Yes,Married,2,PhD,Self-Employed,40291,City B,State X
905,53,Male,High,Yes,10,No,Married,2,Bachelor's,Unemployed,92067,City A,State Z
906,69,Other,Low,Yes,7,Yes,Married,0,PhD,Unemployed,46547,City B,State Z
907,41,Other,Low,Yes,2,Yes,Divorced,0,High School,Unemployed,99220,City C,State Y
908,41,Other,Low,Yes,8,Yes,Divorced,3,PhD,Unemployed,13499,City B,State Y
909,64,Other,Medium,No,0,Yes,Married,2,Bachelor's,Self-Employed,39428,City A,State X
910,80,Other,Medium,No,2,No,Divorced,2,Bachelor's,Retired,98328,City B,State Z
911,47,Female,High,Yes,0,No,Single,2,High School,Self-Employed,53798,City B,State X
912,41,Female,Medium,No,1,No,Married,0,PhD,Employed,55294,City D,State Y
913,30,Other,Medium,Yes,0,Yes,Single,1,PhD,Self-Employed,17465,City C,State Y
914,18,Other,Medium,Yes,10,Yes,Divorced,0,High School,Unemployed,71192,City B,State X
915,72,Male,Low,Yes,3,Yes,Single,3,Master's,Unemployed,58070,City C,State X
916,53,Male,Medium,No,4,No,Married,1,Bachelor's,Unemployed,24369,City B,State X
917,27,Male,Medium,No,0,No,Single,0,High School,Unemployed,96348,City A,State Y
918,71,Female,Low,No,1,Yes,Single,3,PhD,Employed,14907,City A,State Z
919,43,Female,High,No,4,No,Divorced,2,Bachelor's,Retired,23621,City D,State Y
920,26,Other,Medium,Yes,8,No,Married,4,Master's,Self-Employed,67056,City A,State X
921,34,Male,High,No,7,Yes,Married,2,PhD,Unemployed,70218,City D,State X
922,56,Male,High,Yes,9,No,Divorced,3,Master's,Self-Employed,77825,City A,State X
923,64,Female,High,No,2,No,Married,2,PhD,Unemployed,82204,City A,State X
924,32,Other,Low,No,10,Yes,Married,3,Bachelor's,Employed,74005,City C,State Z
925,48,Female,Medium,Yes,0,No,Married,1,High School,Employed,57565,City B,State Y
926,48,Female,Medium,Yes,3,Yes,Single,2,Bachelor's,Employed,68336,City A,State Y
927,49,Male,Low,Yes,2,Yes,Single,0,PhD,Retired,59742,City A,State Z
928,44,Other,Medium,Yes,6,Yes,Divorced,0,Master's,Retired,26804,City C,State X
929,50,Other,Medium,No,10,No,Single,2,High School,Employed,69573,City A,State X
930,60,Female,High,No,9,Yes,Married,0,Master's,Employed,91887,City D,State Y
931,43,Other,Medium,Yes,7,No,Single,1,High School,Unemployed,22624,City A,State Y
932,74,Female,Low,Yes,4,Yes,Divorced,4,Master's,Employed,69319,City C,State X
933,65,Female,Low,No,10,No,Married,4,Bachelor's,Unemployed,18738,City B,State X
934,51,Female,Low,Yes,2,Yes,Married,4,Bachelor's,Unemployed,53383,City D,State Y
935,53,Male,High,No,3,Yes,Single,2,Master's,Employed,12758,City B,State X
936,79,Male,Medium,Yes,1,Yes,Married,1,High School,Self-Employed,58619,City C,State Z
937,79,Female,High,No,4,Yes,Married,3,High School,Retired,13648,City D,State X
938,28,Other,Low,No,3,No,Married,1,High School,Retired,76133,City A,State X
939,28,Female,High,No,1,Yes,Married,0,PhD,Self-Employed,67849,City C,State X
940,74,Female,Medium,No,0,No,Divorced,2,PhD,Employed,98062,City C,State X
941,23,Female,Low,No,9,Yes,Single,3,Master's,Employed,87722,City C,State Y
942,79,Other,Low,Yes,9,No,Single,0,PhD,Employed,66907,City C,State Y
943,37,Other,High,Yes,2,Yes,Single,1,Master's,Employed,86489,City B,State Y
944,50,Female,High,No,5,No,Married,3,Bachelor's,Retired,74235,City A,State Y
945,46,Other,Medium,Yes,5,Yes,Divorced,2,High School,Retired,34868,City D,State Z
946,28,Female,Medium,Yes,0,No,Married,4,Master's,Self-Employed,41589,City B,State Z
947,51,Female,Medium,Yes,7,Yes,Married,1,High School,Self-Employed,75891,City B,State Y
948,45,Male,High,No,9,No,Married,1,Bachelor's,Self-Employed,72800,City B,State Y
949,77,Other,Low,Yes,8,Yes,Married,3,Master's,Self-Employed,98450,City B,State Z
950,54,Other,Low,No,7,No,Married,0,PhD,Self-Employed,36211,City B,State Z
951,21,Other,Medium,No,6,Yes,Divorced,1,PhD,Employed,85363,City B,State Z
952,71,Other,Medium,Yes,3,Yes,Divorced,1,High School,Retired,88717,City C,State Z
953,56,Female,High,Yes,8,Yes,Single,4,Master's,Self-Employed,68024,City D,State X
954,53,Female,High,Yes,0,No,Married,0,High School,Unemployed,71096,City C,State Z
955,46,Other,Low,Yes,6,No,Divorced,3,Master's,Employed,42011,City C,State Z
956,20,Other,Low,Yes,7,Yes,Divorced,0,PhD,Employed,99491,City B,State Z
957,70,Female,Medium,No,1,No,Married,3,High School,Retired,39327,City B,State Y
958,63,Other,Low,No,5,No,Married,3,Bachelor's,Self-Employed,74308,City A,State Z
959,51,Female,High,Yes,5,Yes,Divorced,1,PhD,Self-Employed,41921,City D,State Z
960,43,Male,Low,No,2,No,Divorced,4,Bachelor's,Unemployed,93869,City B,State Z
961,23,Other,High,Yes,4,Yes,Married,2,High School,Unemployed,23758,City A,State X
962,18,Other,High,No,5,Yes,Single,3,Bachelor's,Self-Employed,91673,City B,State Z
963,76,Other,High,No,3,Yes,Single,0,High School,Unemployed,17259,City B,State X
964,41,Male,Low,No,9,Yes,Married,2,High School,Retired,57924,City C,State X
965,61,Female,Low,No,3,Yes,Married,2,Master's,Retired,65430,City D,State Y
966,79,Female,Low,No,10,No,Divorced,3,Master's,Employed,26826,City B,State Z
967,30,Other,Medium,Yes,8,Yes,Married,3,High School,Unemployed,64007,City A,State X
968,49,Female,Medium,Yes,1,Yes,Single,3,High School,Retired,68916,City B,State Z
