customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,customer_zip_code,customer_city,customer_state,surrogate_key,version,effective_start_date,effective_end_date,is_current
483,38,Male,Medium,No,5,No,Single,0,High School,Retired,38963,City C,State X,483,1,2022-01-01,,True
484,49,Male,Low,No,9,No,Single,3,High School,Unemployed,30129,City B,State X,484,1,2022-01-01,,True
485,40,Other,Low,Yes,1,No,Married,1,Bachelor's,Retired,38202,City B,State Z,485,1,2022-01-01,,True
486,50,Female,High,Yes,6,No,Married,3,High School,Self-Employed,57162,City D,State X,486,1,2022-01-01,,True
487,20,Male,Medium,Yes,2,No,Married,1,High School,Unemployed,45237,City C,State X,487,1,2022-01-01,,True
488,35,Male,Medium,No,6,Yes,Single,1,Master's,Retired,37542,City C,State Y,488,1,2022-01-01,,True
489,42,Male,Medium,Yes,7,No,Married,3,Master's,Retired,81053,City D,State X,489,1,2022-01-01,,True
490,59,Male,Low,No,6,Yes,Married,4,High School,Employed,37907,City B,State Y,490,1,2022-01-01,,True
491,48,Other,High,Yes,8,Yes,Single,0,Bachelor's,Self-Employed,56421,City C,State Y,491,1,2022-01-01,,True
492,71,Other,Low,No,0,Yes,Single,1,Bachelor's,Retired,15018,City C,State X,492,1,2022-01-01,,True
493,75,Other,High,No,3,Yes,Married,0,High School,Self-Employed,73879,City A,State X,493,1,2022-01-01,,True
494,20,Other,Medium,Yes,8,No,Divorced,2,High School,Retired,25773,City D,State Y,494,1,2022-01-01,,True
495,57,Male,High,Yes,4,No,Divorced,1,PhD,Unemployed,79455,City A,State Y,495,1,2022-01-01,,True
496,63,Female,Low,No,5,Yes,Divorced,0,High School,Retired,68744,City B,State X,496,1,2022-01-01,,True
497,41,Other,High,No,0,No,Single,3,PhD,Employed,15998,City D,State Y,497,1,2022-01-01,,True
498,67,Other,Medium,No,2,Yes,Divorced,3,Master's,Unemployed,91761,City C,State X,498,1,2022-01-01,,True
499,49,Other,High,No,3,No,Divorced,4,Master's,Employed,59319,City A,State Y,499,1,2022-01-01,,True
500,64,Female,Low,Yes,2,No,Married,2,PhD,Employed,25285,City A,State X,500,1,2022-01-01,,True
501,70,Male,Low,No,4,Yes,Single,1,PhD,Employed,93835,City D,State X,504,1,2024-01-01,,True
502,39,Female,High,No,9,Yes,Single,3,High School,Retired,84096,City B,State X,505,1,2024-01-01,,True
503,64,Other,Low,Yes,0,Yes,Single,3,PhD,Unemployed,20285,City A,State Y,506,1,2024-01-01,,True
504,20,Other,Medium,Yes,7,Yes,Married,1,High School,Employed,63400,City C,State Y,507,1,2024-01-01,,True
505,59,Female,High,Yes,4,Yes,Divorced,4,Bachelor's,Retired,84561,City A,State X,508,1,2024-01-01,,True
506,37,Male,High,No,8,Yes,Divorced,1,Bachelor's,Employed,19876,City A,State Y,509,1,2024-01-01,,True
507,40,Other,Low,Yes,6,Yes,Single,3,High School,Employed,40213,City D,State X,510,1,2024-01-01,,True
508,51,Male,High,Yes,4,No,Single,2,High School,Self-Employed,47697,City A,State Z,511,1,2024-01-01,,True
509,27,Male,Low,No,3,Yes,Divorced,1,Bachelor's,Self-Employed,61974,City D,State Y,512,1,2024-01-01,,True
510,44,Female,Low,Yes,9,No,Married,3,Bachelor's,Self-Employed,88385,City D,State Z,513,1,2024-01-01,,True
511,55,Female,Medium,Yes,7,No,Divorced,0,High School,Self-Employed,82180,City C,State X,514,1,2024-01-01,,True
512,34,Female,Low,No,4,No,Married,1,Bachelor's,Self-Employed,24282,City D,State Z,515,1,2024-01-01,,True
513,49,Other,Low,No,3,Yes,Single,3,High School,Employed,18230,City C,State X,516,1,2024-01-01,,True
514,58,Other,Medium,No,8,Yes,Divorced,3,Master's,Self-Employed,43720,City B,State Y,517,1,2024-01-01,,True
515,54,Male,High,No,9,No,Divorced,2,High School,Employed,66661,City A,State Z,518,1,2024-01-01,,True
516,45,Other,Medium,Yes,4,Yes,Married,2,Master's,Retired,43721,City A,State X,519,1,2024-01-01,,True
517,47,Male,Low,Yes,6,Yes,Single,3,Master's,Retired,16498,City D,State Y,520,1,2024-01-01,,True
518,38,Other,Medium,No,9,No,Single,2,High School,Retired,96583,City C,State Z,521,1,2024-01-01,,True
519,68,Other,Medium,No,8,Yes,Single,1,Bachelor's,Employed,59862,City A,State Z,522,1,2024-01-01,,True
520,34,Other,Low,No,1,No,Married,0,PhD,Unemployed,18085,City A,State Y,523,1,2024-01-01,,True
521,53,Female,High,No,2,No,Married,2,PhD,Self-Employed,35069,City A,State Y,524,1,2024-01-01,,True
522,29,Male,High,No,7,Yes,Divorced,2,High School,Self-Employed,21858,City C,State Z,525,1,2024-01-01,,True
523,45,Other,Medium,No,9,Yes,Divorced,2,Master's,Employed,57628,City B,State Y,526,1,2024-01-01,,True
524,41,Other,High,No,1,Yes,Single,2,Bachelor's,Self-Employed,16211,City C,State Y,527,1,2024-01-01,,True
525,60,Male,Medium,No,3,Yes,Single,0,Bachelor's,Unemployed,74760,City D,State Z,528,1,2024-01-01,,True
526,63,Other,Low,Yes,6,Yes,Divorced,2,Bachelor's,Unemployed,79787,City A,State X,529,1,2024-01-01,,True
527,74,Other,Low,Yes,7,No,Divorced,2,High School,Employed,21651,City C,State X,530,1,2024-01-01,,True
528,78,Female,Low,Yes,5,Yes,Married,0,High School,Self-Employed,86374,City A,State Z,531,1,2024-01-01,,True
529,42,Male,High,No,7,Yes,Divorced,1,Bachelor's,Retired,50054,City B,State Z,532,1,2024-01-01,,True
530,71,Male,Low,Yes,8,No,Married,3,Bachelor's,Employed,11964,City C,State X,533,1,2024-01-01,,True
531,22,Other,Low,No,3,No,Divorced,3,Bachelor's,Employed,90263,City C,State X,534,1,2024-01-01,,True
532,78,Female,High,Yes,0,No,Married,0,Bachelor's,Self-Employed,56985,City C,State Y,535,1,2024-01-01,,True
533,29,Female,High,No,0,No,Single,2,Bachelor's,Retired,51870,City A,State X,536,1,2024-01-01,,True
534,57,Other,Low,No,8,No,Married,2,Master's,Employed,69787,City D,State Y,537,1,2024-01-01,,True
535,76,Other,Low,No,10,Yes,Single,4,PhD,Unemployed,91686,City A,State X,538,1,2024-01-01,,True
536,47,Other,Low,No,10,Yes,Divorced,0,Bachelor's,Self-Employed,75708,City B,State Z,539,1,2024-01-01,,True
537,26,Female,Low,Yes,9,Yes,Single,3,Master's,Retired,50869,City D,State Z,540,1,2024-01-01,,True
538,56,Other,High,Yes,9,No,Divorced,1,PhD,Retired,56620,City D,State Z,541,1,2024-01-01,,True
539,80,Female,Low,Yes,0,Yes,Married,3,Master's,Employed,89273,City A,State X,542,1,2024-01-01,,True
540,74,Female,Medium,Yes,6,No,Single,3,High School,Retired,23921,City B,State Z,543,1,2024-01-01,,True
541,44,Male,Low,No,8,Yes,Divorced,0,High School,Retired,68805,City B,State Z,544,1,2024-01-01,,True
542,57,Female,Low,No,4,Yes,Divorced,2,High School,Self-Employed,97102,City A,State X,545,1,2024-01-01,,True
543,42,Female,Low,No,10,No,Divorced,0,High School,Unemployed,10042,City D,State Y,546,1,2024-01-01,,True
544,44,Male,Medium,Yes,6,No,Divorced,0,High School,Unemployed,55728,City A,State Z,547,1,2024-01-01,,True
545,69,Male,Low,No,6,Yes,Married,0,High School,Employed,38905,City D,State X,548,1,2024-01-01,,True
546,43,Other,Medium,Yes,7,Yes,Divorced,1,Master's,Self-Employed,51304,City D,State Z,549,1,2024-01-01,,True
547,30,Male,Low,Yes,9,No,Single,4,High School,Unemployed,38020,City C,State Y,550,1,2024-01-01,,True
548,54,Male,Low,No,2,No,Single,1,Master's,Unemployed,46791,City C,State X,551,1,2024-01-01,,True
549,64,Male,Low,No,9,No,Divorced,0,High School,Retired,40481,City D,State X,552,1,2024-01-01,,True
550,40,Male,High,Yes,8,No,Divorced,3,High School,Unemployed,79268,City B,State Z,553,1,2024-01-01,,True
551,35,Male,High,Yes,9,No,Married,1,Master's,Retired,60707,City D,State Y,554,1,2024-01-01,,True
552,31,Male,Medium,Yes,3,Yes,Married,4,Master's,Employed,24749,City D,State X,555,1,2024-01-01,,True
553,60,Female,High,Yes,3,No,Divorced,3,Bachelor's,Retired,10662,City C,State X,556,1,2024-01-01,,True
554,47,Male,High,Yes,7,No,Divorced,3,High School,Unemployed,32511,City C,State Y,557,1,2024-01-01,,True
555,80,Male,Medium,No,8,Yes,Single,3,Master's,Retired,22007,City D,State Z,558,1,2024-01-01,,True
556,28,Other,Medium,No,10,No,Divorced,4,Master's,Unemployed,15075,City B,State Y,559,1,2024-01-01,,True
557,46,Other,Medium,Yes,4,No,Married,4,High School,Self-Employed,75063,City B,State Z,560,1,2024-01-01,,True
558,29,Other,Low,No,0,Yes,Divorced,3,High School,Self-Employed,96255,City B,State Y,561,1,2024-01-01,,True
559,26,Other,Low,No,1,No,Single,4,High School,Self-Employed,77893,City A,State X,562,1,2024-01-01,,True
560,48,Female,Medium,Yes,1,Yes,Divorced,4,High School,Retired,21534,City D,State Y,563,1,2024-01-01,,True
561,55,Male,Low,Yes,4,Yes,Single,0,PhD,Self-Employed,63068,City B,State Z,564,1,2024-01-01,,True
562,80,Male,Medium,No,0,No,Divorced,2,Bachelor's,Self-Employed,79815,City D,State X,565,1,2024-01-01,,True
563,69,Male,Low,No,8,No,Married,2,Master's,Employed,73125,City A,State Y,566,1,2024-01-01,,True
564,56,Male,High,Yes,10,No,Single,1,PhD,Employed,18650,City B,State Y,567,1,2024-01-01,,True
565,58,Other,Low,Yes,0,Yes,Divorced,0,Master's,Employed,33695,City B,State X,568,1,2024-01-01,,True
566,67,Female,Low,No,6,No,Divorced,2,PhD,Employed,72541,City B,State X,569,1,2024-01-01,,True
567,73,Female,High,No,8,Yes,Divorced,2,Bachelor's,Retired,27464,City B,State Z,570,1,2024-01-01,,True
568,73,Female,Medium,No,1,No,Divorced,4,PhD,Employed,27533,City B,State Y,571,1,2024-01-01,,True
569,25,Male,Low,No,2,Yes,Married,4,Master's,Self-Employed,73417,City A,State X,572,1,2024-01-01,,True
570,36,Female,Medium,Yes,5,No,Married,2,Bachelor's,Retired,87796,City B,State Y,573,1,2024-01-01,,True
571,51,Other,Medium,No,3,No,Divorced,1,PhD,Unemployed,96869,City C,State Z,574,1,2024-01-01,,True
572,65,Other,High,Yes,0,Yes,Divorced,1,PhD,Retired,44018,City D,State Y,575,1,2024-01-01,,True
573,22,Male,High,Yes,9,Yes,Single,4,Bachelor's,Employed,57755,City B,State Z,576,1,2024-01-01,,True
574,46,Female,Low,No,7,No,Married,3,PhD,Employed,93567,City D,State Z,577,1,2024-01-01,,True
575,75,Female,Low,No,8,No,Divorced,1,Bachelor's,Self-Employed,16921,City C,State Y,578,1,2024-01-01,,True
576,50,Other,Medium,No,5,No,Divorced,4,Bachelor's,Retired,58795,City B,State Z,579,1,2024-01-01,,True
577,26,Female,Medium,No,10,Yes,Married,3,High School,Self-Employed,69670,City C,State Z,580,1,2024-01-01,,True
578,20,Female,Medium,Yes,1,No,Married,3,Bachelor's,Unemployed,34092,City C,State Y,581,1,2024-01-01,,True
579,61,Female,Medium,No,2,Yes,Married,0,Bachelor's,Retired,43468,City A,State Z,582,1,2024-01-01,,True
580,26,Male,High,No,10,Yes,Single,1,High School,Self-Employed,35579,City C,State Z,583,1,2024-01-01,,True
581,21,Male,High,Yes,2,Yes,Single,3,Bachelor's,Retired,90459,City D,State Y,584,1,2024-01-01,,True
582,38,Male,Medium,Yes,9,Yes,Single,4,Master's,Self-Employed,15061,City D,State Y,585,1,2024-01-01,,True
583,74,Female,Low,Yes,2,Yes,Married,2,PhD,Unemployed,83975,City A,State Y,586,1,2024-01-01,,True
584,22,Other,High,Yes,0,Yes,Single,4,PhD,Unemployed,95625,City D,State Y,587,1,2024-01-01,,True
585,75,Male,Low,No,10,Yes,Single,2,PhD,Unemployed,66457,City A,State Z,588,1,2024-01-01,,True
586,40,Male,Low,Yes,1,Yes,Single,0,Master's,Self-Employed,90541,City B,State X,589,1,2024-01-01,,True
587,18,Female,High,Yes,0,Yes,Single,3,High School,Unemployed,99225,City D,State X,590,1,2024-01-01,,True
588,22,Male,Medium,No,6,Yes,Single,4,Master's,Unemployed,36993,City D,State Z,591,1,2024-01-01,,True
589,45,Female,Medium,No,0,No,Married,4,PhD,Unemployed,82202,City B,State Z,592,1,2024-01-01,,True
590,63,Other,High,No,8,Yes,Divorced,2,Bachelor's,Unemployed,68025,City A,State Y,593,1,2024-01-01,,True
591,42,Other,Medium,No,1,No,Married,0,PhD,Self-Employed,36989,City D,State X,594,1,2024-01-01,,True
592,45,Female,Medium,No,8,No,Single,0,PhD,Unemployed,68522,City A,State Y,595,1,2024-01-01,,True
593,74,Male,Low,Yes,4,Yes,Divorced,0,PhD,Unemployed,26241,City D,State X,596,1,2024-01-01,,True
594,25,Female,Medium,No,2,Yes,Married,4,Bachelor's,Retired,52448,City C,State Z,597,1,2024-01-01,,True
595,77,Female,Medium,No,6,Yes,Divorced,2,PhD,Employed,71306,City D,State Y,598,1,2024-01-01,,True
596,20,Female,High,No,3,Yes,Married,0,PhD,Self-Employed,11298,City D,State Y,599,1,2024-01-01,,True
597,76,Male,Medium,No,9,No,Divorced,4,High School,Retired,25584,City A,State X,600,1,2024-01-01,,True
598,46,Male,High,Yes,2,No,Married,2,Bachelor's,Unemployed,81906,City D,State Y,601,1,2024-01-01,,True
599,20,Other,Medium,No,9,Yes,Single,1,Bachelor's,Employed,35217,City D,State Z,602,1,2024-01-01,,True
600,71,Other,Medium,No,3,Yes,Married,0,PhD,Retired,31850,City A,State Y,603,1,2024-01-01,,True
601,24,Female,High,Yes,3,Yes,Married,4,Bachelor's,Retired,84251,City B,State Y,604,1,2024-01-01,,True
602,79,Female,Low,Yes,9,No,Married,1,Master's,Retired,87971,City A,State Z,605,1,2024-01-01,,True
603,27,Female,High,Yes,0,No,Divorced,1,Bachelor's,Employed,22615,City A,State Y,606,1,2024-01-01,,True
604,48,Female,Medium,Yes,9,Yes,Single,2,Bachelor's,Employed,40929,City A,State X,607,1,2024-01-01,,True
605,44,Female,Medium,No,7,Yes,Married,0,PhD,Retired,35539,City D,State Y,608,1,2024-01-01,,True
606,43,Female,Low,No,6,Yes,Married,4,High School,Employed,19817,City A,State X,609,1,2024-01-01,,True
607,66,Other,High,Yes,10,Yes,Married,1,Bachelor's,Retired,88993,City C,State Y,610,1,2024-01-01,,True
608,57,Other,High,Yes,8,Yes,Divorced,4,High School,Employed,76276,City B,State Z,611,1,2024-01-01,,True
609,34,Male,Medium,No,8,No,Married,2,PhD,Unemployed,51865,City B,State Y,612,1,2024-01-01,,True
610,56,Other,Medium,No,5,Yes,Single,2,Bachelor's,Self-Employed,30744,City D,State X,613,1,2024-01-01,,True
611,56,Other,Medium,Yes,9,Yes,Married,1,Bachelor's,Employed,84121,City A,State Z,614,1,2024-01-01,,True
612,30,Other,Medium,Yes,6,No,Single,2,PhD,Retired,10961,City B,State Y,615,1,2024-01-01,,True
613,41,Other,Low,No,10,Yes,Married,0,High School,Unemployed,29070,City C,State X,616,1,2024-01-01,,True
614,58,Female,Medium,Yes,5,No,Married,2,Bachelor's,Retired,35849,City C,State Z,617,1,2024-01-01,,True
615,55,Male,Medium,No,9,Yes,Divorced,2,Master's,Retired,68614,City C,State Z,618,1,2024-01-01,,True
616,60,Female,Medium,Yes,3,Yes,Married,3,High School,Unemployed,38074,City B,State Y,619,1,2024-01-01,,True
617,76,Male,Medium,Yes,1,No,Married,2,PhD,Unemployed,93446,City A,State Y,620,1,2024-01-01,,True
618,19,Other,High,Yes,10,No,Married,3,Bachelor's,Retired,63250,City B,State Y,621,1,2024-01-01,,True
619,68,Other,Low,Yes,6,Yes,Single,3,Bachelor's,Self-Employed,78756,City B,State Z,622,1,2024-01-01,,True
620,56,Female,High,No,0,Yes,Married,0,PhD,Unemployed,71424,City A,State Z,623,1,2024-01-01,,True
621,37,Male,Low,Yes,6,Yes,Divorced,2,PhD,Self-Employed,39420,City D,State Z,624,1,2024-01-01,,True
622,70,Female,Low,Yes,6,No,Divorced,1,High School,Self-Employed,95044,City B,State Z,625,1,2024-01-01,,True
623,74,Other,Low,Yes,9,Yes,Married,2,High School,Retired,38366,City C,State Z,626,1,2024-01-01,,True
624,66,Male,High,No,4,No,Married,0,PhD,Unemployed,54556,City A,State X,627,1,2024-01-01,,True
625,23,Female,High,No,0,No,Married,1,Master's,Retired,41088,City C,State Z,628,1,2024-01-01,,True
626,66,Female,High,Yes,7,Yes,Married,4,Bachelor's,Employed,13824,City A,State X,629,1,2024-01-01,,True
627,55,Male,High,No,8,No,Divorced,4,High School,Self-Employed,83937,City A,State X,630,1,2024-01-01,,True
628,20,Female,High,No,0,Yes,Divorced,1,Master's,Unemployed,53864,City C,State Z,631,1,2024-01-01,,True
629,22,Female,Low,No,6,Yes,Single,2,High School,Retired,97628,City C,State X,632,1,2024-01-01,,True
630,64,Other,Low,No,2,No,Single,2,PhD,Employed,95667,City C,State X,633,1,2024-01-01,,True
631,66,Other,Low,No,0,Yes,Divorced,1,Bachelor's,Retired,53528,City C,State X,634,1,2024-01-01,,True
632,44,Female,High,No,10,Yes,Divorced,0,Master's,Unemployed,90607,City D,State Z,635,1,2024-01-01,,True
633,45,Other,Low,Yes,7,No,Divorced,1,Master's,Self-Employed,99849,City C,State Z,636,1,2024-01-01,,True
634,21,Other,Low,No,5,Yes,Divorced,0,PhD,Unemployed,72532,City B,State Z,637,1,2024-01-01,,True
635,19,Male,High,No,5,Yes,Single,0,PhD,Retired,98631,City C,State Y,638,1,2024-01-01,,True
636,49,Other,Medium,Yes,2,Yes,Married,4,PhD,Self-Employed,17537,City D,State X,639,1,2024-01-01,,True
637,25,Male,High,No,7,Yes,Single,3,High School,Unemployed,47006,City A,State Z,640,1,2024-01-01,,True
638,63,Male,Medium,Yes,4,Yes,Married,1,Master's,Self-Employed,52281,City C,State X,641,1,2024-01-01,,True
639,64,Female,Low,No,6,No,Single,0,Bachelor's,Retired,12250,City A,State Y,642,1,2024-01-01,,True
640,19,Male,High,Yes,2,No,Married,2,High School,Employed,54457,City C,State Z,643,1,2024-01-01,,True
641,53,Other,Medium,No,6,Yes,Married,0,High School,Retired,77110,City C,State Z,644,1,2024-01-01,,True
642,73,Female,Low,Yes,0,No,Married,1,PhD,Employed,59051,City C,State Z,645,1,2024-01-01,,True
643,74,Male,High,Yes,7,Yes,Married,0,PhD,Employed,59757,City B,State Y,646,1,2024-01-01,,True
644,20,Female,Low,No,5,Yes,Married,2,High School,Employed,62951,City B,State X,647,1,2024-01-01,,True
645,67,Male,Low,No,4,No,Married,1,Bachelor's,Self-Employed,70391,City D,State Z,648,1,2024-01-01,,True
646,25,Other,Medium,No,6,No,Divorced,1,PhD,Retired,48653,City A,State Y,649,1,2024-01-01,,True
647,46,Female,Medium,No,2,No,Divorced,3,Bachelor's,Retired,48967,City B,State X,650,1,2024-01-01,,True
648,55,Other,Low,Yes,5,Yes,Married,3,High School,Retired,19605,City A,State X,651,1,2024-01-01,,True
649,31,Other,High,Yes,0,No,Married,4,PhD,Retired,97248,City B,State Z,652,1,2024-01-01,,True
650,29,Other,Medium,Yes,4,Yes,Married,1,Master's,Self-Employed,56318,City C,State Y,653,1,2024-01-01,,True
651,48,Female,Medium,No,1,Yes,Divorced,2,PhD,Self-Employed,77009,City A,State X,654,1,2024-01-01,,True
652,48,Female,High,Yes,0,Yes,Divorced,4,PhD,Unemployed,83985,City D,State Z,655,1,2024-01-01,,True
653,26,Female,Low,Yes,1,Yes,Single,0,High School,Employed,50525,City B,State Y,656,1,2024-01-01,,True
654,62,Male,High,Yes,5,Yes,Married,3,High School,Self-Employed,69739,City B,State Y,657,1,2024-01-01,,True
655,45,Female,High,Yes,7,Yes,Married,4,Bachelor's,Employed,25273,City B,State Z,658,1,2024-01-01,,True
656,73,Other,Medium,Yes,7,Yes,Divorced,3,High School,Employed,92889,City C,State Z,659,1,2024-01-01,,True
657,38,Female,Medium,Yes,4,No,Married,1,High School,Self-Employed,44735,City B,State Y,660,1,2024-01-01,,True
658,55,Female,High,No,0,No,Married,1,High School,Employed,57304,City D,State X,661,1,2024-01-01,,True
659,42,Other,High,No,8,Yes,Divorced,4,High School,Unemployed,69744,City D,State X,662,1,2024-01-01,,True
660,55,Male,Medium,Yes,5,Yes,Divorced,4,Bachelor's,Employed,15871,City B,State Z,663,1,2024-01-01,,True
661,41,Female,High,No,10,No,Married,1,High School,Retired,51585,City D,State Y,664,1,2024-01-01,,True
662,19,Other,Medium,No,9,Yes,Single,0,PhD,Retired,33638,City B,State Y,665,1,2024-01-01,,True
663,61,Other,Medium,Yes,7,Yes,Married,1,High School,Unemployed,40382,City A,State Z,666,1,2024-01-01,,True
664,21,Other,Low,Yes,6,No,Divorced,3,Bachelor's,Self-Employed,30078,City C,State X,667,1,2024-01-01,,True
665,67,Female,High,No,6,Yes,Divorced,4,Master's,Self-Employed,60846,City C,State Y,668,1,2024-01-01,,True
666,75,Male,High,No,5,No,Single,2,PhD,Employed,68484,City C,State Z,669,1,2024-01-01,,True
667,50,Other,Medium,No,5,No,Single,0,Bachelor's,Employed,22772,City C,State Y,670,1,2024-01-01,,True
668,41,Female,High,No,8,Yes,Divorced,0,PhD,Retired,21418,City A,State X,671,1,2024-01-01,,True
669,39,Female,Medium,No,5,Yes,Married,0,Bachelor's,Self-Employed,59364,City C,State Z,672,1,2024-01-01,,True
670,21,Male,Medium,No,6,Yes,Married,3,High School,Self-Employed,22028,City C,State X,673,1,2024-01-01,,True
671,76,Male,Low,No,6,No,Divorced,3,Master's,Unemployed,11408,City C,State Z,674,1,2024-01-01,,True
672,35,Other,Low,No,3,Yes,Single,0,Bachelor's,Self-Employed,35343,City D,State Y,675,1,2024-01-01,,True
673,60,Male,Low,No,4,No,Married,3,High School,Retired,12902,City D,State Z,676,1,2024-01-01,,True
674,35,Male,Medium,No,8,Yes,Married,1,High School,Self-Employed,62221,City D,State Z,677,1,2024-01-01,,True
675,66,Female,Low,No,2,No,Divorced,2,PhD,Self-Employed,47856,City D,State X,678,1,2024-01-01,,True
676,29,Male,High,No,10,No,Single,3,PhD,Self-Employed,19081,City D,State Z,679,1,2024-01-01,,True
677,34,Male,High,Yes,4,Yes,Single,0,Master's,Self-Employed,65589,City B,State Z,680,1,2024-01-01,,True
678,42,Female,Low,Yes,0,No,Single,3,High School,Retired,53322,City B,State Y,681,1,2024-01-01,,True
679,67,Male,Medium,Yes,5,Yes,Single,3,Master's,Unemployed,45109,City C,State X,682,1,2024-01-01,,True
680,21,Male,High,No,1,No,Divorced,3,Master's,Retired,23757,City C,State Y,683,1,2024-01-01,,True
681,50,Other,Low,Yes,7,No,Divorced,4,PhD,Self-Employed,10822,City A,State X,684,1,2024-01-01,,True
682,77,Other,Low,Yes,6,No,Married,1,Bachelor's,Unemployed,83629,City C,State Z,685,1,2024-01-01,,True
683,30,Other,High,No,8,No,Single,2,PhD,Employed,80754,City D,State X,686,1,2024-01-01,,True
684,71,Female,Medium,No,8,No,Divorced,4,Bachelor's,Self-Employed,98600,City A,State X,687,1,2024-01-01,,True
685,69,Female,Low,No,0,No,Single,4,Bachelor's,Retired,52750,City B,State X,688,1,2024-01-01,,True
686,41,Male,Low,Yes,8,Yes,Single,1,Bachelor's,Unemployed,37724,City C,State Y,689,1,2024-01-01,,True
687,22,Other,High,Yes,1,No,Single,2,Master's,Self-Employed,66877,City C,State Y,690,1,2024-01-01,,True
688,78,Male,High,No,6,No,Single,0,High School,Unemployed,31606,City C,State X,691,1,2024-01-01,,True
689,46,Female,High,No,9,No,Single,0,PhD,Retired,21749,City C,State Z,692,1,2024-01-01,,True
690,61,Male,Medium,No,7,Yes,Divorced,1,Bachelor's,Retired,37086,City A,State X,693,1,2024-01-01,,True
691,20,Other,Medium,Yes,0,Yes,Single,3,Master's,Retired,18573,City D,State Y,694,1,2024-01-01,,True
692,54,Other,Medium,No,10,Yes,Divorced,1,High School,Unemployed,15148,City C,State Y,695,1,2024-01-01,,True
693,67,Male,Low,No,7,No,Single,1,PhD,Employed,42242,City B,State Z,696,1,2024-01-01,,True
694,67,Other,Low,No,2,Yes,Single,1,Master's,Unemployed,76226,City D,State X,697,1,2024-01-01,,True
695,50,Female,Medium,No,3,No,Single,1,PhD,Retired,15624,City D,State Y,698,1,2024-01-01,,True
696,63,Other,Medium,No,8,No,Divorced,1,PhD,Retired,36829,City B,State Z,699,1,2024-01-01,,True
697,39,Female,Low,Yes,9,Yes,Single,1,PhD,Retired,12165,City B,State Y,700,1,2024-01-01,,True
698,48,Female,High,No,1,No,Married,0,Master's,Retired,36435,City D,State Z,701,1,2024-01-01,,True
699,60,Male,High,Yes,8,Yes,Married,4,PhD,Employed,93254,City B,State Z,702,1,2024-01-01,,True
700,25,Other,Medium,Yes,5,Yes,Single,2,High School,Self-Employed,32175,City A,State X,703,1,2024-01-01,,True
701,72,Male,Medium,Yes,2,Yes,Married,1,PhD,Unemployed,54933,City C,State Z,704,1,2024-01-01,,True
702,47,Other,High,Yes,7,No,Divorced,3,High School,Employed,42252,City C,State Y,705,1,2024-01-01,,True
703,18,Other,Medium,Yes,10,No,Divorced,3,Master's,Unemployed,78350,City B,State Y,706,1,2024-01-01,,True
704,28,Female,High,Yes,6,Yes,Single,4,PhD,Employed,33915,City B,State Y,707,1,2024-01-01,,True
705,72,Other,Low,Yes,9,Yes,Single,2,Bachelor's,Unemployed,62621,City C,State Z,708,1,2024-01-01,,True
706,42,Male,Medium,No,0,Yes,Married,3,High School,Unemployed,97642,City A,State X,709,1,2024-01-01,,True
707,51,Female,High,Yes,5,No,Married,2,Master's,Self-Employed,58398,City B,State Y,710,1,2024-01-01,,True
708,38,Male,Low,No,7,No,Divorced,0,Bachelor's,Unemployed,25445,City B,State Y,711,1,2024-01-01,,True
709,55,Other,Low,Yes,5,No,Married,4,Master's,Self-Employed,30007,City B,State Y,712,1,2024-01-01,,True
710,18,Female,Medium,No,8,Yes,Single,1,Master's,Self-Employed,40470,City A,State Z,713,1,2024-01-01,,True
711,68,Other,Medium,No,1,Yes,Divorced,1,Bachelor's,Self-Employed,55476,City C,State Z,714,1,2024-01-01,,True
712,46,Male,Low,No,10,No,Single,2,Master's,Unemployed,39288,City D,State Y,715,1,2024-01-01,,True
713,53,Other,High,Yes,10,No,Single,3,PhD,Self-Employed,53282,City C,State X,716,1,2024-01-01,,True
714,39,Male,High,Yes,8,No,Divorced,0,High School,Unemployed,75691,City B,State X,717,1,2024-01-01,,True
715,78,Other,Medium,Yes,10,Yes,Divorced,3,High School,Unemployed,54043,City C,State Z,718,1,2024-01-01,,True
716,20,Female,Low,Yes,9,Yes,Married,4,Bachelor's,Retired,96064,City C,State Z,719,1,2024-01-01,,True
717,68,Other,High,No,1,Yes,Married,2,Master's,Employed,71832,City D,State Y,720,1,2024-01-01,,True
718,60,Other,High,No,4,Yes,Divorced,2,High School,Retired,60439,City D,State Y,721,1,2024-01-01,,True
719,22,Male,Medium,No,7,No,Married,3,PhD,Self-Employed,47104,City A,State Z,722,1,2024-01-01,,True
720,52,Female,High,Yes,10,No,Divorced,0,Master's,Employed,44628,City A,State Z,723,1,2024-01-01,,True
721,62,Female,Medium,Yes,9,Yes,Married,1,PhD,Retired,56575,City B,State Y,724,1,2024-01-01,,True
722,45,Male,Medium,Yes,6,No,Divorced,3,PhD,Employed,38440,City C,State X,725,1,2024-01-01,,True
723,30,Male,Low,Yes,10,Yes,Single,1,High School,Unemployed,51421,City D,State X,726,1,2024-01-01,,True
724,28,Male,High,No,0,No,Single,3,PhD,Employed,28275,City A,State X,727,1,2024-01-01,,True
725,67,Female,Low,Yes,5,No,Single,1,Master's,Employed,71961,City B,State Y,728,1,2024-01-01,,True
