transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,total_sales,promotion_id,promotion_type,holiday_season,season,weekend
164076,2020-07-11 06:45:24,364,9062,1,284.62,0.13,Credit Card,Location D,18,Saturday,16,4,2651.55,979,Buy One Get One Free,Yes,Fall,No
288747,2020-10-15 04:59:00,365,9547,4,35.94,0.11,Debit Card,Location A,6,Tuesday,7,11,4373.66,415,Flash Sale,No,Summer,No
48312,2021-07-26 00:40:10,366,7351,4,425.58,0.11,Cash,Location A,6,Thursday,35,6,2397.94,732,Buy One Get One Free,Yes,Winter,No
164202,2021-08-28 15:06:23,367,8955,9,678.08,0.23,Debit Card,Location B,12,Thursday,5,1,1577.8,470,Flash Sale,No,Fall,No
209714,2020-09-15 07:14:58,368,826,5,348.41,0.36,Debit Card,Location D,8,Friday,20,10,6004.73,643,Buy One Get One Free,Yes,Winter,No
470853,2020-10-05 17:15:48,369,4504,8,657.4,0.33,Debit Card,Location A,14,Sunday,41,12,1402.56,980,Buy One Get One Free,Yes,Spring,No
610251,2021-10-21 06:44:55,370,5150,2,499.4,0.11,Debit Card,Location D,20,Tuesday,30,11,9587.66,587,Buy One Get One Free,Yes,Spring,Yes
77608,2021-04-16 23:48:30,371,7302,9,90.11,0.21,Mobile Payment,Location B,7,Sunday,47,7,9154.5,626,Buy One Get One Free,Yes,Fall,No
565388,2021-03-20 12:09:34,372,4281,9,638.47,0.19,Debit Card,Location D,4,Monday,5,1,4065.99,217,20% Off,No,Winter,Yes
75298,2020-01-19 21:53:50,373,3647,1,528.81,0.09,Cash,Location B,4,Sunday,36,7,9003.14,55,Buy One Get One Free,Yes,Fall,No
394990,2020-09-17 15:15:01,374,8443,3,671.77,0.05,Credit Card,Location B,7,Tuesday,32,3,7666.43,552,Buy One Get One Free,No,Fall,No
867397,2020-04-02 09:34:54,375,9713,5,303.11,0.24,Cash,Location C,16,Wednesday,4,11,5592.02,603,20% Off,Yes,Spring,Yes
126617,2020-10-07 14:13:55,376,4457,7,655.27,0.41,Credit Card,Location A,23,Tuesday,22,2,3732.41,308,Buy One Get One Free,Yes,Fall,Yes
269456,2020-02-14 15:07:25,377,4503,4,637.81,0.41,Mobile Payment,Location B,19,Wednesday,21,1,7399.14,761,Flash Sale,Yes,Spring,Yes
771560,2020-03-23 07:57:38,378,6289,8,583.63,0.13,Debit Card,Location C,20,Thursday,35,1,7873.13,393,Buy One Get One Free,Yes,Spring,Yes
267186,2020-01-02 09:57:03,379,8091,9,363.53,0.14,Mobile Payment,Location B,2,Wednesday,17,11,1323.49,516,Flash Sale,Yes,Spring,No
607037,2020-01-24 11:47:37,380,9640,2,632.39,0.05,Debit Card,Location A,21,Monday,36,4,5653.81,78,Flash Sale,Yes,Winter,No
666477,2020-05-10 22:05:05,381,5253,7,948.12,0.04,Cash,Location A,7,Monday,20,8,2882.22,799,Flash Sale,No,Spring,No
369952,2021-03-20 05:11:12,382,3402,1,239.24,0.12,Mobile Payment,Location D,18,Wednesday,25,8,9816.22,876,20% Off,Yes,Winter,No
299481,2020-09-30 09:03:11,383,414,4,194.7,0.26,Mobile Payment,Location B,2,Sunday,46,1,5012.39,895,Buy One Get One Free,Yes,Winter,No
728961,2020-11-29 08:31:57,384,1446,6,653.49,0.36,Debit Card,Location A,12,Thursday,27,9,7452.75,72,Buy One Get One Free,Yes,Fall,No
384697,2020-09-15 00:55:43,385,1168,8,558.09,0.35,Debit Card,Location A,19,Friday,43,11,8746.78,537,20% Off,Yes,Fall,Yes
666170,2020-08-24 21:13:42,386,8109,6,25.63,0.33,Mobile Payment,Location C,16,Thursday,45,8,9730.37,557,20% Off,No,Summer,No
820212,2020-09-17 13:19:03,387,1141,4,19.45,0.31,Debit Card,Location C,3,Sunday,5,3,5666.4,945,Buy One Get One Free,Yes,Summer,Yes
968062,2020-09-14 16:34:43,388,280,6,578.25,0.22,Debit Card,Location D,0,Monday,6,8,9644.07,624,Buy One Get One Free,No,Winter,Yes
640458,2021-06-30 05:20:33,389,4063,8,296.12,0.22,Cash,Location B,13,Tuesday,51,1,941.49,848,Buy One Get One Free,Yes,Summer,No
126411,2020-03-16 19:40:42,390,1872,9,530.11,0.23,Debit Card,Location C,2,Saturday,40,10,3639.95,922,Flash Sale,No,Fall,No
564020,2020-02-05 02:28:24,391,9558,8,479.13,0.22,Debit Card,Location A,14,Wednesday,17,4,3727.08,806,Flash Sale,Yes,Spring,No
263406,2021-07-22 13:12:02,392,1121,7,302.17,0.2,Mobile Payment,Location A,0,Monday,39,8,1858.26,894,20% Off,No,Spring,No
962402,2021-01-31 18:25:40,393,5285,8,323.97,0.12,Debit Card,Location B,4,Saturday,41,12,7362.41,714,20% Off,No,Spring,Yes
826542,2021-08-25 04:54:24,394,4674,7,139.63,0.47,Debit Card,Location C,12,Monday,5,11,1604.9,768,Buy One Get One Free,Yes,Spring,No
887018,2020-07-10 23:59:20,395,5007,6,149.37,0.27,Debit Card,Location A,21,Saturday,18,12,4222.32,178,Buy One Get One Free,No,Winter,No
571991,2020-12-18 06:30:49,396,4766,8,583.33,0.44,Mobile Payment,Location C,23,Thursday,50,7,9977.53,899,Buy One Get One Free,No,Spring,No
898452,2021-04-12 20:53:56,397,966,5,716.32,0.38,Debit Card,Location C,20,Wednesday,20,1,3710.64,821,20% Off,Yes,Spring,No
302383,2020-04-28 01:32:02,398,2161,7,340.55,0.48,Mobile Payment,Location B,10,Monday,52,6,381.13,769,Buy One Get One Free,Yes,Fall,No
922236,2020-02-23 04:58:49,399,1666,3,374.53,0.42,Mobile Payment,Location D,4,Monday,9,6,6756.61,250,20% Off,Yes,Fall,No
763646,2020-06-13 15:57:23,400,9537,9,122.86,0.18,Debit Card,Location B,6,Sunday,27,2,4505.58,972,Flash Sale,No,Winter,Yes
275410,2020-01-01 19:55:47,401,149,8,388.75,0.02,Debit Card,Location B,20,Saturday,29,6,741.21,797,20% Off,Yes,Fall,Yes
728457,2020-06-17 14:48:28,402,3137,2,994.61,0.48,Debit Card,Location A,22,Tuesday,44,7,9601.49,911,Buy One Get One Free,Yes,Winter,Yes
767359,2020-02-02 12:48:47,403,3172,4,122.14,0.2,Credit Card,Location C,3,Wednesday,22,9,6835.52,664,20% Off,No,Spring,No
432055,2021-07-30 18:50:19,404,1910,2,727.23,0.32,Mobile Payment,Location A,20,Wednesday,44,9,4059.26,632,Buy One Get One Free,Yes,Spring,No
606815,2020-02-26 05:34:14,405,3034,7,983.18,0.49,Credit Card,Location B,1,Thursday,47,10,9489.59,939,Buy One Get One Free,Yes,Summer,No
607207,2021-10-01 16:49:06,406,1251,4,490.03,0.03,Credit Card,Location D,22,Thursday,34,8,5916.23,216,Flash Sale,Yes,Fall,No
931660,2021-01-31 06:51:52,407,6232,2,681.75,0.5,Mobile Payment,Location D,13,Monday,39,3,144.18,713,Buy One Get One Free,Yes,Summer,Yes
652672,2021-08-16 14:37:50,408,8767,7,867.71,0.05,Mobile Payment,Location D,6,Monday,28,3,2688.95,210,20% Off,No,Spring,No
526024,2020-07-09 07:46:32,409,3498,1,51.95,0.38,Mobile Payment,Location D,21,Sunday,43,4,2031.05,607,Flash Sale,No,Spring,Yes
733197,2021-12-25 13:01:06,410,4311,6,398.78,0.04,Mobile Payment,Location B,22,Wednesday,51,5,4935.97,334,Flash Sale,Yes,Summer,No
113579,2021-05-26 10:59:35,411,9579,8,772.79,0.26,Debit Card,Location A,9,Saturday,4,12,2759.72,775,20% Off,No,Spring,No
750959,2020-03-21 12:09:12,412,5095,7,544.74,0.17,Debit Card,Location B,0,Tuesday,1,5,8739.23,613,20% Off,Yes,Spring,Yes
800175,2021-04-28 18:04:06,413,317,4,730.21,0.41,Mobile Payment,Location D,23,Sunday,22,10,683.91,941,Flash Sale,No,Spring,Yes
218323,2020-03-04 15:29:55,414,1885,3,583.54,0.42,Mobile Payment,Location A,10,Monday,40,7,6279.69,559,Flash Sale,No,Spring,No
503933,2021-10-04 12:30:54,415,7642,4,464.55,0.04,Credit Card,Location D,22,Wednesday,11,1,7858.18,111,Flash Sale,Yes,Winter,Yes
933756,2020-04-14 13:46:06,416,4718,6,973.1,0.07,Mobile Payment,Location A,7,Wednesday,20,1,5174.87,64,20% Off,Yes,Fall,Yes
310093,2020-09-30 16:50:20,417,7728,2,354.25,0.13,Debit Card,Location C,8,Monday,4,12,3239.53,417,20% Off,Yes,Fall,No
925444,2021-02-16 12:27:59,418,9402,1,492.78,0.49,Mobile Payment,Location B,1,Thursday,28,6,2482.4,236,Flash Sale,No,Summer,Yes
851207,2021-03-22 05:14:39,419,5173,6,578.28,0.5,Cash,Location B,17,Friday,46,1,190.18,843,Flash Sale,No,Summer,Yes
418395,2020-11-07 11:44:41,420,4771,6,956.62,0.23,Mobile Payment,Location C,10,Friday,30,9,1020.58,29,Buy One Get One Free,No,Summer,No
846665,2020-04-26 19:45:19,421,4999,2,436.81,0.07,Credit Card,Location D,5,Sunday,52,3,820.84,472,Buy One Get One Free,Yes,Winter,Yes
288114,2020-08-31 10:16:41,422,3786,1,792.99,0.34,Mobile Payment,Location B,9,Friday,10,2,1940.12,74,20% Off,No,Spring,Yes
494383,2021-08-12 18:47:50,423,7706,5,25.38,0.38,Cash,Location D,15,Sunday,30,2,9832.25,265,20% Off,No,Fall,Yes
95154,2020-12-24 18:14:06,424,8804,7,822.7,0.43,Mobile Payment,Location B,18,Saturday,12,6,7890.79,109,Flash Sale,Yes,Winter,No
46323,2020-06-07 10:56:28,425,9731,8,599.3,0.21,Credit Card,Location B,3,Tuesday,37,4,9498.38,823,20% Off,Yes,Fall,No
22730,2021-06-09 01:17:29,426,4680,3,782.33,0.18,Credit Card,Location D,6,Tuesday,27,7,9554.55,844,Buy One Get One Free,No,Spring,Yes
196051,2021-04-23 08:55:05,427,7334,3,126.12,0.13,Mobile Payment,Location D,13,Tuesday,14,10,5756.78,332,Flash Sale,Yes,Summer,No
245943,2021-08-13 07:49:32,428,5282,4,528.77,0.36,Cash,Location A,10,Thursday,9,4,1693.11,56,Flash Sale,No,Spring,Yes
521608,2020-08-16 17:48:11,429,5245,8,593.59,0.48,Mobile Payment,Location C,5,Monday,26,11,2100.34,569,Flash Sale,Yes,Summer,No
893728,2021-04-21 16:20:05,430,9718,9,877.56,0.22,Debit Card,Location D,11,Friday,28,6,7431.2,600,20% Off,Yes,Winter,No
413060,2021-08-21 12:05:17,431,488,8,86.43,0.03,Mobile Payment,Location C,13,Wednesday,5,12,3714.54,964,Buy One Get One Free,No,Fall,Yes
375829,2020-10-01 10:41:00,432,6885,6,361.99,0.19,Debit Card,Location D,3,Wednesday,37,1,7111.55,434,Buy One Get One Free,No,Winter,Yes
176272,2021-08-01 22:31:03,433,1055,6,392.08,0.33,Credit Card,Location C,18,Tuesday,9,11,6699.98,646,Buy One Get One Free,No,Fall,Yes
586124,2021-05-05 12:41:05,434,9273,3,639.66,0.18,Mobile Payment,Location C,23,Wednesday,38,7,4142.23,242,Flash Sale,Yes,Summer,Yes
64549,2020-09-24 19:48:48,435,8324,8,349.45,0.46,Mobile Payment,Location A,4,Monday,46,6,296.77,161,20% Off,No,Summer,No
566587,2021-10-05 23:01:47,436,9873,1,44.13,0.21,Mobile Payment,Location C,0,Friday,24,8,1488.31,414,Flash Sale,Yes,Summer,No
846563,2021-02-14 23:11:23,437,6068,3,388.22,0.45,Cash,Location B,17,Thursday,19,2,1006.35,820,20% Off,No,Summer,No
655644,2020-04-11 09:15:44,438,3114,8,367.41,0.32,Cash,Location A,20,Saturday,8,2,8946.72,695,20% Off,No,Summer,Yes
910428,2021-03-03 22:01:39,439,4609,2,117.32,0.28,Credit Card,Location A,17,Wednesday,5,6,5960.86,37,Flash Sale,Yes,Summer,No
251460,2021-01-01 02:58:25,440,1468,3,269.35,0.34,Credit Card,Location B,9,Friday,7,1,1782.01,920,Buy One Get One Free,Yes,Spring,Yes
960295,2021-06-19 03:38:08,441,9553,4,358.82,0.15,Mobile Payment,Location C,1,Saturday,10,8,1997.1,225,Buy One Get One Free,No,Winter,No
569953,2021-03-20 23:04:57,442,604,4,662.25,0.14,Credit Card,Location C,5,Saturday,37,8,6844.94,228,20% Off,No,Summer,No
89954,2021-10-02 05:42:04,443,6770,6,72.97,0.44,Mobile Payment,Location D,21,Friday,22,9,4013.15,225,20% Off,Yes,Spring,Yes
707325,2020-11-14 04:35:22,444,2861,3,715.6,0.2,Cash,Location A,11,Thursday,45,8,9150.52,660,Buy One Get One Free,No,Summer,No
551462,2021-08-18 23:49:39,445,196,8,840.34,0.0,Debit Card,Location C,1,Saturday,41,12,749.23,758,Buy One Get One Free,Yes,Summer,Yes
254677,2020-10-11 02:33:39,446,7378,6,852.86,0.45,Mobile Payment,Location B,2,Monday,37,1,5898.61,974,Buy One Get One Free,No,Winter,No
515017,2020-08-20 03:09:36,447,3251,3,989.05,0.26,Cash,Location C,18,Friday,12,8,4095.43,498,Buy One Get One Free,Yes,Winter,No
828997,2020-06-13 06:06:31,448,5258,5,811.96,0.5,Debit Card,Location A,11,Sunday,14,2,7967.49,71,Flash Sale,No,Fall,Yes
17611,2020-07-30 05:50:48,449,2501,6,936.27,0.07,Credit Card,Location C,8,Sunday,12,10,636.53,584,Buy One Get One Free,Yes,Summer,No
67888,2020-05-25 11:25:31,450,6156,1,887.9,0.47,Mobile Payment,Location A,6,Sunday,27,1,5000.08,722,Buy One Get One Free,No,Summer,Yes
632078,2021-01-09 18:52:50,451,5096,1,404.7,0.29,Cash,Location D,11,Wednesday,15,2,3372.85,90,Flash Sale,Yes,Fall,Yes
101760,2020-08-11 18:00:19,452,4242,1,535.79,0.21,Cash,Location C,21,Tuesday,4,7,3333.29,730,20% Off,No,Spring,Yes
289907,2021-02-03 03:52:43,453,8120,8,739.32,0.37,Credit Card,Location B,2,Sunday,42,11,671.25,371,Flash Sale,Yes,Summer,Yes
84753,2021-09-19 21:22:02,454,2833,9,177.91,0.05,Cash,Location A,18,Thursday,44,10,7614.07,392,Buy One Get One Free,No,Winter,Yes
817315,2020-04-03 08:32:10,455,4356,4,660.79,0.22,Credit Card,Location B,20,Tuesday,10,4,411.66,729,Buy One Get One Free,No,Winter,Yes
62922,2020-07-02 01:57:40,456,6705,8,634.6,0.49,Debit Card,Location C,19,Thursday,22,5,220.36,677,20% Off,No,Fall,No
174688,2020-11-05 05:51:44,457,2918,6,252.1,0.46,Debit Card,Location A,4,Friday,52,10,5856.92,663,Flash Sale,No,Winter,Yes
553460,2021-09-14 17:02:42,458,6556,8,184.98,0.12,Credit Card,Location A,23,Saturday,49,6,9369.89,858,20% Off,Yes,Summer,No
329126,2020-07-13 06:26:16,459,1562,7,738.2,0.49,Debit Card,Location C,5,Sunday,37,10,4495.68,575,Buy One Get One Free,Yes,Fall,No
560754,2020-06-10 21:11:56,460,6395,1,364.39,0.31,Mobile Payment,Location C,23,Friday,39,7,8362.79,812,20% Off,Yes,Spring,Yes
630827,2020-06-09 15:49:36,461,8420,9,305.66,0.22,Debit Card,Location D,1,Thursday,42,7,1013.19,112,20% Off,Yes,Fall,No
687883,2021-08-27 08:10:22,462,7096,3,439.92,0.19,Cash,Location C,3,Sunday,35,2,6730.0,341,Flash Sale,Yes,Summer,No
998344,2021-01-20 18:04:30,463,9276,6,437.57,0.38,Cash,Location A,4,Friday,46,12,8498.32,478,Buy One Get One Free,Yes,Summer,Yes
60868,2020-01-04 11:25:32,464,4066,2,382.03,0.28,Credit Card,Location C,7,Sunday,9,5,8654.54,895,Buy One Get One Free,Yes,Spring,No
684924,2020-03-07 22:34:43,465,7468,8,362.32,0.03,Mobile Payment,Location B,9,Tuesday,39,5,7569.87,22,20% Off,Yes,Summer,Yes
650330,2020-02-21 00:55:04,466,5254,1,234.77,0.04,Credit Card,Location A,8,Wednesday,3,9,7980.62,156,20% Off,No,Winter,No
287222,2021-11-30 11:56:03,467,8957,8,541.27,0.35,Cash,Location B,10,Friday,28,8,644.32,96,Flash Sale,No,Winter,No
625584,2020-04-29 11:49:03,468,9618,7,471.29,0.11,Cash,Location B,19,Sunday,50,7,9072.23,985,Flash Sale,No,Winter,Yes
412050,2021-03-23 22:25:46,469,5756,1,529.87,0.34,Mobile Payment,Location A,0,Friday,18,2,1360.24,677,Buy One Get One Free,No,Fall,Yes
11930,2020-07-20 03:18:28,470,464,6,244.36,0.01,Mobile Payment,Location D,10,Monday,16,6,2879.62,66,20% Off,No,Fall,No
292330,2020-03-02 01:01:11,471,3330,8,995.17,0.06,Mobile Payment,Location D,20,Tuesday,1,8,5676.3,782,Flash Sale,No,Summer,No
918552,2020-11-05 03:12:26,472,7796,5,739.52,0.36,Debit Card,Location D,8,Monday,20,6,3733.18,751,Flash Sale,Yes,Fall,Yes
692649,2020-07-01 00:17:07,473,4545,5,785.7,0.33,Cash,Location C,11,Tuesday,34,6,7598.56,357,Buy One Get One Free,Yes,Fall,Yes
248739,2020-02-18 14:26:09,474,5875,7,48.03,0.08,Credit Card,Location A,1,Thursday,21,10,8185.48,695,20% Off,Yes,Summer,Yes
562960,2021-01-25 01:12:30,475,4651,7,869.3,0.01,Credit Card,Location D,8,Thursday,30,2,4638.01,569,20% Off,Yes,Winter,Yes
771131,2021-10-19 21:24:39,476,7584,9,351.63,0.13,Credit Card,Location C,0,Wednesday,5,7,9597.32,410,Flash Sale,Yes,Fall,Yes
215481,2020-03-02 12:13:14,477,6428,7,517.52,0.1,Credit Card,Location D,8,Thursday,11,6,1611.82,115,Flash Sale,No,Spring,Yes
927633,2020-02-22 08:35:43,478,5360,9,802.65,0.22,Debit Card,Location B,8,Sunday,39,4,8013.46,843,20% Off,No,Fall,Yes
992480,2020-09-06 03:49:41,479,2741,4,373.16,0.47,Credit Card,Location B,7,Wednesday,13,2,7041.77,197,Buy One Get One Free,No,Summer,Yes
592610,2021-05-11 00:57:53,480,6878,8,971.07,0.04,Debit Card,Location B,23,Saturday,10,3,9085.92,474,20% Off,No,Winter,No
21809,2021-11-04 03:15:09,481,5265,4,509.87,0.44,Debit Card,Location D,16,Monday,44,11,3410.39,791,20% Off,Yes,Summer,Yes
528,2020-09-21 13:37:21,482,2551,2,585.49,0.13,Mobile Payment,Location C,23,Friday,20,8,5642.25,811,Flash Sale,Yes,Summer,No
893407,2021-10-02 16:42:24,483,891,2,19.05,0.38,Debit Card,Location D,7,Monday,39,5,8074.8,385,20% Off,No,Summer,Yes
82500,2020-01-24 20:31:51,484,6559,2,950.22,0.46,Cash,Location D,5,Wednesday,27,11,8643.8,39,20% Off,No,Winter,Yes
214031,2021-07-16 09:35:50,485,466,6,232.78,0.32,Cash,Location B,11,Sunday,15,7,7974.35,486,Buy One Get One Free,No,Fall,No
637084,2020-11-23 22:38:13,486,8339,3,296.18,0.33,Cash,Location B,3,Thursday,51,6,5740.87,878,20% Off,No,Spring,Yes
729227,2020-04-15 15:32:48,487,2653,2,448.96,0.1,Credit Card,Location C,23,Sunday,32,8,4110.66,96,Flash Sale,No,Fall,No
275469,2020-04-27 18:14:06,488,790,9,113.36,0.32,Mobile Payment,Location C,4,Sunday,13,5,939.86,9,Flash Sale,Yes,Summer,No
684408,2020-07-04 19:02:59,489,686,2,150.55,0.31,Debit Card,Location A,18,Sunday,50,3,738.02,697,20% Off,Yes,Summer,Yes
387201,2021-08-03 03:28:25,490,3914,9,778.85,0.46,Mobile Payment,Location D,16,Sunday,13,2,8389.19,795,Buy One Get One Free,Yes,Spring,Yes
132784,2021-05-02 07:17:17,491,853,5,309.12,0.44,Cash,Location A,17,Thursday,25,7,9202.2,930,Flash Sale,No,Summer,No
66743,2020-11-15 03:30:44,492,6146,1,5.96,0.09,Mobile Payment,Location B,11,Wednesday,19,8,5224.84,952,20% Off,No,Spring,No
969990,2021-05-11 00:59:42,493,1453,2,263.0,0.41,Credit Card,Location B,9,Friday,20,9,2374.1,18,20% Off,No,Fall,No
35626,2021-06-01 20:19:20,494,2839,1,376.74,0.28,Cash,Location D,5,Monday,39,4,319.05,712,Flash Sale,Yes,Summer,Yes
415028,2021-03-07 08:48:40,495,8418,4,917.35,0.02,Cash,Location B,17,Monday,52,9,1229.72,454,20% Off,No,Summer,No
606441,2020-06-25 17:39:36,496,6146,4,355.78,0.13,Mobile Payment,Location C,8,Monday,14,10,4073.23,540,Buy One Get One Free,No,Winter,Yes
621987,2021-07-23 04:54:01,497,4035,6,817.9,0.33,Mobile Payment,Location D,17,Saturday,9,8,416.86,745,Flash Sale,Yes,Winter,Yes
268749,2020-07-08 16:40:59,498,1851,8,193.94,0.06,Credit Card,Location D,13,Wednesday,36,11,8510.12,997,Buy One Get One Free,No,Fall,No
682174,2021-07-18 04:43:38,499,2194,3,309.67,0.08,Debit Card,Location B,20,Sunday,4,2,2231.13,13,Flash Sale,Yes,Summer,No
313479,2021-04-03 03:59:45,500,6662,7,488.57,0.09,Mobile Payment,Location C,14,Saturday,35,12,5156.78,659,Flash Sale,No,Summer,No
978720,2020-12-01 16:31:54,6,1883,2,751.17,0.32,Credit Card,Location B,19,Saturday,50,2,3372.17,171,Buy One Get One Free,Yes,Summer,No
768929,2020-07-04 12:42:16,21,2012,1,422.93,0.31,Credit Card,Location C,22,Thursday,21,8,9174.37,270,Flash Sale,No,Summer,Yes
9980433,2022-03-15 03:35:24,797,9318,9,986.49,0.27,Credit Card,Location B,3,,11,3,6481.24,74,Flash Sale,No,Spring,
9980434,2022-12-18 15:54:49,254,4585,4,790.71,0.23,Cash,,,Thursday,50,12,2435.39,492,Flash Sale,,Summer,No
9980435,2022-01-18 23:46:08,769,8237,5,260.56,0.12,Credit Card,Location C,23,Saturday,3,1,1146.46,989,,Yes,Winter,No
9980436,2023-06-21 09:44:45,838,1832,10,625.66,0.42,Credit Card,Location D,9,,25,6,3628.83,710,20% Off,Yes,Fall,Yes
9980437,2023-11-25 09:04:19,956,1104,7,438.35,0.38,Debit Card,Location B,9,Thursday,47,11,1902.44,286,Buy One Get One Free,,,
9980438,2022-01-16 00:45:33,857,9594,8,507.4,0.15,,Location D,,Friday,,1,3450.32,349,,No,,Yes
9980439,2022-10-06 01:36:29,313,2434,4,572.75,0.05,Cash,Location D,1,Wednesday,40,10,2176.45,146,Buy One Get One Free,,,No
9980440,2022-07-01 21:34:03,516,9893,8,420.63,0.26,Credit Card,Location A,21,,26,7,2490.13,27,,Yes,Fall,Yes
9980441,2023-10-25 17:05:56,607,4415,8,511.21,0.16,Mobile Payment,,,Monday,43,10,3435.33,479,,,Fall,Yes
9980442,2022-04-06 18:08:22,218,788,9,98.86,0.1,Mobile Payment,Location B,18,Wednesday,14,4,800.77,538,,Yes,,
9980443,2022-01-17 12:24:59,220,534,5,965.93,0.02,Mobile Payment,Location A,12,Wednesday,3,1,4733.06,413,Flash Sale,Yes,Fall,
9980444,2023-12-09 15:08:07,172,9095,3,800.74,0.28,Mobile Payment,,15,Thursday,49,12,1729.6,123,Buy One Get One Free,Yes,Summer,No
9980445,2022-08-05 20:07:29,270,3909,6,166.59,0.46,Cash,Location A,20,Saturday,31,8,539.75,609,20% Off,No,,No
9980446,2022-06-25 20:43:49,545,1057,8,386.31,,Cash,,20,Tuesday,,6,3090.48,223,,Yes,,
9980447,2022-12-07 03:21:33,300,8512,4,994.43,0.25,Credit Card,Location B,3,Tuesday,49,12,2983.29,649,20% Off,Yes,Fall,No
9980448,2022-07-22 14:20:48,649,3266,4,480.72,0.23,,Location B,14,Friday,29,7,1480.62,879,Flash Sale,,Fall,No
9980449,2023-03-14 12:52:15,100,9359,3,69.02,0.05,,,,Sunday,11,3,196.71,314,,Yes,,
9980450,2023-02-28 21:58:45,690,2439,5,389.05,0.33,,Location B,21,Thursday,9,2,1303.32,195,,,,
9980451,2023-04-10 15:36:57,929,7811,8,580.42,0.01,Credit Card,Location A,15,Thursday,15,4,4596.93,826,,No,,Yes
9980452,2023-05-17 14:06:51,177,1766,5,808.7,0.0,Cash,Location C,14,Sunday,20,5,4043.5,830,20% Off,No,Spring,
9980453,2023-01-28 10:53:54,159,3360,1,90.71,0.47,,Location B,10,Wednesday,4,,48.08,982,20% Off,Yes,Summer,
9980454,2023-05-15 13:07:23,468,2945,3,579.02,0.21,Debit Card,Location A,13,Monday,20,5,1372.28,123,Buy One Get One Free,No,Summer,Yes
9980455,2023-09-02 20:16:27,308,8568,3,519.47,0.01,Cash,,20,Wednesday,35,9,1542.83,47,,,Fall,Yes
9980456,2023-10-26 23:30:12,707,7960,10,336.45,0.29,Debit Card,Location B,23,Sunday,43,10,2388.8,296,20% Off,Yes,Fall,Yes
9980457,2023-10-03 01:06:51,949,4158,9,731.15,0.38,Mobile Payment,Location D,1,Monday,40,10,4079.82,68,20% Off,Yes,Summer,Yes
9980458,2022-10-04 06:40:38,900,8586,1,335.1,0.43,Debit Card,Location B,6,Friday,40,10,191.01,678,Buy One Get One Free,Yes,,
9980459,2023-08-22 15:58:59,173,723,7,128.0,0.2,Mobile Payment,Location D,15,Monday,34,8,716.8,281,Buy One Get One Free,No,,No
9980460,2023-04-09 19:00:45,187,2105,7,188.74,0.13,Credit Card,Location B,19,Tuesday,14,4,1149.43,358,20% Off,Yes,Summer,
9980461,2022-10-07 15:57:24,706,9727,10,335.55,0.16,Cash,,15,Friday,40,10,2818.62,836,20% Off,,Fall,
9980462,2023-10-27 13:56:23,709,2650,2,74.7,0.44,Mobile Payment,,13,Saturday,43,10,83.66,465,Flash Sale,Yes,Summer,Yes
9980463,2022-08-31 06:42:04,974,3941,5,192.22,0.32,Credit Card,Location C,6,Thursday,35,8,,448,20% Off,No,Fall,No
9980464,2022-02-26 15:53:34,577,8906,8,795.54,0.4,,Location D,15,Tuesday,8,2,3818.59,561,20% Off,,Spring,
9980465,2023-07-18 20:12:13,110,8697,4,783.07,0.2,Debit Card,Location D,20,Tuesday,29,7,2505.82,802,Buy One Get One Free,No,Summer,
9980466,2023-10-29 15:03:36,532,2938,4,143.84,0.34,Debit Card,Location D,15,Thursday,43,10,379.74,196,Flash Sale,Yes,Fall,No
9980467,2022-01-16 06:53:23,805,2926,10,974.98,0.46,Cash,Location B,6,Monday,2,1,5264.89,159,,Yes,Fall,No
9980468,2022-08-28 19:25:49,118,6969,3,342.89,0.08,,Location B,19,Tuesday,34,8,946.38,568,,No,Winter,Yes
9980469,2022-01-14 16:33:56,357,7847,9,587.13,0.06,,,16,Monday,2,1,4967.12,246,Flash Sale,,Summer,Yes
9980470,2022-11-07 13:40:58,392,947,4,854.19,0.46,Debit Card,Location C,,Tuesday,45,11,1845.05,326,Flash Sale,No,Fall,No
9980471,2022-02-28 07:55:03,255,3402,5,151.75,0.37,Cash,Location B,7,Tuesday,9,,478.01,327,Flash Sale,Yes,Summer,
9980472,2023-06-27 11:53:34,453,9213,4,561.11,0.03,Debit Card,Location C,11,Monday,26,6,2177.11,783,Buy One Get One Free,No,Summer,No
9980473,2023-04-14 08:32:20,145,1472,3,876.01,0.09,Mobile Payment,Location D,8,Friday,15,4,2391.51,391,,Yes,Summer,Yes
9980474,2023-12-04 20:02:38,273,3578,5,177.64,0.12,Mobile Payment,Location B,20,Tuesday,49,12,781.62,153,Flash Sale,Yes,Winter,Yes
9980475,2023-01-04 00:03:00,702,5035,1,142.36,0.41,Credit Card,Location B,0,Sunday,1,1,83.99,818,Buy One Get One Free,,Winter,
9980476,2023-03-17 05:32:16,511,5135,7,558.96,0.47,,Location C,5,Monday,11,3,2073.74,866,,Yes,Spring,No
9980477,2022-04-08 21:40:11,727,7187,8,462.64,0.32,Debit Card,,21,Tuesday,14,4,2516.76,302,Buy One Get One Free,No,Spring,No
9980478,2022-09-19 08:42:06,374,5405,1,236.27,0.08,,,,Tuesday,38,9,217.37,221,,No,Spring,Yes
